Фамилия|Имя|Отчество|Должность|Приказ|Год|РодНаграды
Фомин|Михаил|Дмитриевич|Курсант 2 сводного полка курсантов|Прик.РВСР № 51|1923 г.|Орден Красного Знамени
Фомин|Степан||Оруд. номер 2 легкого артдивизиона 2 Приамурской стр. дивизии|Прик.РВСР № 85|1923 г.|Орден Красного Знамени
Фомин|Тимофей|Иванович|Артиллерист-наводчик бронепоезда № 91|Прик.РВСР № 160|1923 г.|Орден Красного Знамени
Фомин|Федор||Красноармеец 436 стр. полка|Прик.РВСР № 259|1920 г.|Орден Красного Знамени
Фомин|Филипп||Пулеметчик 157 стр. полка|Прик.РВСР № 355|1919 г.|Орден Красного Знамени
Фоминых|Василий|Павлович|Красноармеец 132 стр. полка|Прик.РВСР № 147|1923 г.|Орден Красного Знамени
Фомичев|||Командир батареи 14 дивизии|Прик.РВСР № 57|1926 г.|Орден Красного Знамени
Фомичев|Василий||Красноармеец 3 кавполка 1-й Тамбовской отдельной кавбригады|Прик.РВСР № 76|1923 г.|Орден Красного Знамени
Фомичев|Иван||Орудийный наводчик 55 легартдива 19 дивизии|Прик.РВСР № 261|1920 г.|Орден Красного Знамени
Фомичев|Максим||Помкомвзвода 92 стр. полка|Прик.РВСР № 77|1920 г.|Орден Красного Знамени
Форпасов|Ефим|Яковлевич|Пулеметчик Заволжского стр. полка|Прик.РВСР № 111|1921 г.|Орден Красного Знамени
Фоссе|Яков|Митрофанович|Начальник особого поста 1 бригады 7 Самарской кав. дивизии|Прик.РВСР № 145|1922 г.|Орден Красного Знамени
Фофанов|Алексей|Аркадьевич|Политкомиссар 1 батальона 169 стр. полка|Прик.РВСР № 288|1919 г.|Орден Красного Знамени
Франко|Георгий||Помкомвзвод Заволжского стр. полка|Прик.РВСР № 111|1922 г.|Орден Красного Знамени
Францев|Александр|Федорович|Красноармеец 184 полка|Прик.РВСР № 334|1920 г.|Орден Красного Знамени
Французов|Яков|Ефимович|Красноармеец 81 стр. полка|Прик.РВСР № 143|1922 г.|Орден Красного Знамени
Фрейберг|Август|Давидович|Комбриг 2 Латышской дивизии|Прик.РВСР № 68|1920 г.|Орден Красного Знамени
Фрейдберг|Фриц|Иванович|Инспектор артиллерии 14 армии|Прик.РВСР № 4|1921 г.|Орден Красного Знамени
Фрейман|Ян||Артиллерист 56 бронепоезда|Прик.РВСР № 45|1921 г.|Орден Красного Знамени
Фрел|Карл||Разведчик 139 полка|Прик.РВСР № 353|1921 г.|Орден Красного Знамени
Френев|Николай|Федорович|Комвзвода 104 полка|Прик.РВСР № 105|1924 г.|Орден Красного Знамени
Фридлан|Мирон|Павлович|Подрывник бронепоезда № 89|Прик.РВСР № 166|1923 г.|Орден Красного Знамени
Фризенгер|Карл||Красноармеец Заволжского стр. полка|Прик.РВСР № 144|1922 г.|Орден Красного Знамени
Фриновский|||Сотрудник ГПУ УССР|Прик.РВСР № 214|1924 г.|Орден Красного Знамени
Фролкин|Трофим|Кузьмич|Комвзвода 1 Читинского стр. полка|Прик.РВСР № 156|1923 г.|Орден Красного Знамени
Фролов|Алексей|Павлович|Помкомвзвод 264 стр. полка|Прик.РВСР № 12|1922 г.|Орден Красного Знамени
Фролов|Андрей|Ильич|Командир 32 кавполка 6-й кав. дивизии|Прик.РВСР № 190|1921 г.|Орден Красного Знамени
